Goal Code,Goal Label,Goal Description ,Target Code,Target Description,Indicator Code,Indicator Reference,Indicator Description,Series Release,Tags,Series Code,Series Description,Geographic Area Code,Geographic Area Name,Geographic Area Level,Parent Geographic Area Code,Parent Geographic Area Name,Geographic Area Type,X,Y,ISO Code,Is UN Member,Has Country Proile,Sex Code,Sex Desc,Unit Multiplier,Units Code,Units Desc,Time Series Id,Time Series Keys,Number of Years Available,Earliest Year Available,Latest Year Available,Available Years,Value 2000,Value 2001,Value 2002,Value 2003,Value 2004,Value 2005,Value 2006,Value 2007,Value 2008,Value 2009,Value 2010,Value 2011,Value 2012,Value 2013,Value 2014,Value 2015,Value 2016,Value 2017,Value 2018,Value 2019,Value 2020,Value 2021,Latest Value,Footnotes,Nature,ObjectId,x2,y2
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),670,Saint Vincent and the Grenadines,4,29,Caribbean,Country,-61.19024321,13.24627968,VCT,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",4.76,4.76,22.73,22.73,22.73,22.73,18.18,18.18,18.18,18.18,21.74,14.29,17.39,17.39,13.04,13.04,13.04,13.04,13.04,13.04,13.04,18.18,18.18,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,161,-6811666.71565377,1487883.2037053
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",8.16,8.16,6.12,6.12,6.12,6.12,6.12,6.12,8.16,8.16,8.16,8.16,4.08,4.08,4.08,6.12,6.12,10,10,10,10,10,10,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,162,-19196275.2886943,-1530130.6304668
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",8.16,8.16,6.12,6.12,6.12,6.12,6.12,6.12,8.16,8.16,8.16,8.16,4.08,4.08,4.08,6.12,6.12,10,10,10,10,10,10,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,163,-19196275.2886943,-1530130.6304668
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),674,San Marino,5,39,Southern Europe,Country,12.46329038,43.93841766,SMR,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",13.33,13.33,16.67,16.67,16.67,16.67,16.67,11.67,11.67,15,16.67,16.67,18.33,16.67,18.33,16.67,16.67,26.67,26.67,25,31.67,33.33,33.33,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,164,1387407.13871031,5455917.11489865
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),678,Sao Tome and Principe,4,17,Middle Africa,Country,6.609772265,0.241554875,STP,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",9.09,9.09,9.09,9.09,9.09,9.09,9.09,7.27,1.82,7.27,7.27,18.18,18.18,18.18,18.18,18.18,18.18,18.18,18.18,14.55,14.55,23.64,23.64,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,165,735796.482799303,26889.8453406503
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),682,Saudi Arabia,4,145,Western Asia,Country,44.54763347,24.12594211,SAU,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,18,2004,2021,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",,,,,0,0,0,0,0,0,0,0,0,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,"[2004-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,166,4959019.87392579,2768762.23052968
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),686,Senegal,4,11,Western Africa,Country,-14.46636926,14.35920905,SEN,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",12.14,12.14,16.67,19.17,19.17,19.17,19.17,19.17,22,22,22.67,22.67,22.67,42.67,43.33,42.67,42.67,42.67,41.82,41.82,43.03,43.03,43.03,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,167,-1610388.85965067,1615460.17624194
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),688,Serbia,5,39,Southern Europe,Country,20.805876,44.03145697,SRB,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,15,2007,2021,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",,,,,,,,20.4,20.4,21.6,21.6,21.6,22,33.2,33.6,34,34,34.4,34.4,37.65,37.65,39.2,39.2,"[2007-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,168,2316099.52182799,5470311.51307135
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),690,Seychelles,4,14,Eastern Africa,Country,55.46561591,-4.678053059,SYC,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",23.53,23.53,23.53,29.41,29.41,29.41,29.41,29.41,23.53,23.53,23.53,23.53,43.75,43.75,43.75,43.75,43.75,21.21,21.21,21.21,21.21,22.86,22.86,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,169,6174404.11963649,-521338.03950274
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),694,Sierra Leone,4,11,Western Africa,Country,-11.78306584,8.568604164,SLE,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",8.75,8.75,8.75,14.52,14.52,14.52,14.52,14.52,13.22,13.22,13.22,13.22,12.9,12.4,12.1,12.4,12.4,12.4,12.4,12.33,12.33,12.33,12.33,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,170,-1311684.88929242,957428.197407484
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),702,Singapore,4,35,South-Eastern Asia,Country,103.8107883,1.361009155,SGP,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",4.3,6.45,11.76,11.76,15.96,15.96,15.96,24.47,24.47,24.47,23.4,23.4,22.22,24.24,25.25,25.25,23.08,23.76,23,23,24,29.47,29.47,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,171,11556164.0924043,151521.096238717
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),703,Slovakia,5,151,Eastern Europe,Country,19.48495604,48.70741446,SVK,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",12.67,14,14,19.33,19.33,16.67,16.67,20,19.33,19.33,18,15.33,16,18.67,18.67,18.67,18.67,20,20,20,20.67,22.67,22.67,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,172,2169055.38450212,6225360.78714944
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),705,Slovenia,5,39,Southern Europe,Country,14.82209486,46.11958061,SVN,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",7.78,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,13.33,14.44,14.44,32.22,32.22,33.33,36.67,36.67,36.67,36.67,24.44,27.78,26.67,26.67,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,173,1649988.0523048,5799532.84835409
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),90,Solomon Islands,4,543,Oceania (exc. Australia and New Zealand),Country,160.1584117,-9.622391719,SLB,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",2.04,2.04,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2.04,6.12,8,8,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,174,17828752.8367035,-1076230.8264143
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),90,Solomon Islands,4,543,Oceania (exc. Australia and New Zealand),Country,160.1584117,-9.622391719,SLB,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",2.04,2.04,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2.04,6.12,8,8,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,175,17828752.8367035,-1076230.8264143
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),706,Somalia,4,14,Eastern Africa,Country,46.20367477,4.406485729,SOM,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,15,2006,2021,"[2006, 2007, 2008, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",,,,,,,8,7.81,8.2,,6.86,6.78,6.78,13.82,13.82,13.82,13.82,24.24,24.36,24.36,24.36,24.36,24.36,"[2006-2008,2010-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,176,5143369.54817442,491012.025405566
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),710,South Africa,4,18,Southern Africa,Country,24.67184355,-29.99957544,ZAF,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",30,29.82,29.82,29.82,29.82,32.75,32.75,32.75,33,33,44.5,44.5,42.25,42.25,44.75,41.5,42,42.17,42.39,42.75,46.35,45.84,45.84,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,177,2746457.06091731,-3503495.27039173
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),728,South Sudan,4,14,Eastern Africa,Country,30.32618773,7.290839152,SSD,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,10,2012,2021,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",,,,,,,,,,,,,26.51,26.51,26.51,26.51,26.51,28.46,28.46,28.46,28.46,28.46,28.46,"[2012-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,178,3375895.77580482,813811.728750414
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),724,Spain,5,39,Southern Europe,Country,-3.554078296,40.39211472,ESP,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",21.55,28.29,28.29,28.29,28.29,36,36,36,36.57,36.29,36.57,36.57,36,36,39.71,41.14,40,39.14,39.14,41.14,44,44,44,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,179,-395638.186150145,4923088.00703142
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),144,Sri Lanka,5,127,Southern Asia (excluding India),Country,80.70489654,7.614693343,LKA,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",4.89,4.44,4.44,4.44,4.44,4.89,4.89,4.89,5.78,5.78,5.78,5.33,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.33,5.33,5.38,5.38,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,180,8984027.98735663,850170.213837416
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),144,Sri Lanka,5,127,Southern Asia (excluding India),Country,80.70489654,7.614693343,LKA,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",4.89,4.44,4.44,4.44,4.44,4.89,4.89,4.89,5.78,5.78,5.78,5.33,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.33,5.33,5.38,5.38,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,181,8984027.98735663,850170.213837416
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),729,Sudan,4,15,Northern Africa,Country,29.95650159,16.02643066,SDN,0,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,9,2012,2021,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2021]",,,,,,,,,,,,,24.58,24.58,24.29,24.29,30.52,30.52,30.52,27.65,,0,0,[2012-2019]: Annual data as of 1 Feb of given year. // [2021]: Lower Chamber or Unicameral not functioning as of 1 Jan 2021.,C: Country data,182,3334742.50294669,1807783.78735197
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),740,Suriname,4,5,South America,Country,-55.90626394,4.132603197,SUR,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",15.69,0,17.65,17.65,17.65,19.61,25.49,25.49,25.49,25.49,25.49,9.8,11.76,11.76,11.76,11.76,25.49,25.49,25.49,29.41,31.37,29.41,29.41,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,183,-6223456.83395515,460438.686378327
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),752,Sweden,5,154,Northern Europe,Country,14.3775338,60.60103109,SWE,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",42.69,42.69,42.69,45.27,45.27,45.27,45.27,47.28,46.99,46.99,46.42,44.99,44.7,44.7,44.99,43.55,43.55,43.55,43.55,47.28,46.99,46.99,46.99,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,184,1600499.74147908,8534783.91368316
